0.000000000000000000e+00 6.899822937481627783e-01 6.596760372049178534e-01 7.136185486560929769e-01 6.989342088012927556e-01 6.297415902499802209e-01 6.704473346354995478e-01 7.141307617589200962e-01 6.535606092841160786e-01 6.270380251737127653e-01 6.409241974149665344e-01 6.839564632497177055e-01 6.526519743579038968e-01 6.500168877276398804e-01 7.148846162967524842e-01 6.505928957930176004e-01 6.897708496110928067e-01 6.709226638740276583e-01 7.046175545070475499e-01 6.258101225590864125e-01 6.239108491379060650e-01 6.808598262894407505e-01 6.629913280234953632e-01 6.247380050136220886e-01 6.517174196704359490e-01 6.211054923993418742e-01 6.611412951007806793e-01 7.164804242335657269e-01 7.002424470568663351e-01 6.777355869949066580e-01 6.979392812460943896e-01
6.899822937481627783e-01 0.000000000000000000e+00 5.919847660695992664e-01 6.236964124570156809e-01 6.227535762337240710e-01 5.735754985068738376e-01 5.613282949478863859e-01 5.878724181877929000e-01 5.864089585371142777e-01 5.848663055053580084e-01 5.689713647283082265e-01 6.217735693055257418e-01 5.680875981111082051e-01 5.627105433555789071e-01 6.567046845374482356e-01 5.693368961367359926e-01 5.516237023042942500e-01 5.457894683743439446e-01 6.177543151525292098e-01 6.479716500613496022e-01 5.986605618646835270e-01 6.159844371219131975e-01 6.086345882797119522e-01 6.105124682751017495e-01 6.011213176668120939e-01 6.361110145506750913e-01 5.560577023234932748e-01 6.713129029148489080e-01 5.971688637280322398e-01 6.098829219078509833e-01 5.913529556713653657e-01
6.596760372049178534e-01 5.919847660695992664e-01 0.000000000000000000e+00 6.163970347494139856e-01 5.999980072801424091e-01 5.937273977338071163e-01 5.947829761808258731e-01 6.075985734231533764e-01 5.738228569484555841e-01 5.621337060704629796e-01 5.637802302479687500e-01 5.692192590053328782e-01 5.789012655761333059e-01 5.586144669193732204e-01 6.378090555783462179e-01 5.502747804156189471e-01 5.891270856418606705e-01 6.262154513538763512e-01 5.862732139710438162e-01 6.080314147477241526e-01 5.872626933640036073e-01 6.363806024187130816e-01 6.031299413502154705e-01 5.909613522755484682e-01 6.051951038313015951e-01 6.319923952540165146e-01 5.764133495688682496e-01 6.448100628071609108e-01 5.894890759734731089e-01 6.476085727552567395e-01 6.053681143319596947e-01
7.136185486560929769e-01 6.236964124570156809e-01 6.163970347494139856e-01 0.000000000000000000e+00 6.303616562726338524e-01 6.030333946499486508e-01 6.697035338985488639e-01 6.514286302577351195e-01 5.831183601109937165e-01 5.678517122531219208e-01 6.266380580325690008e-01 6.456367620872871527e-01 6.113271684730304800e-01 6.223597596357286488e-01 6.659792376968209915e-01 6.333413901268123425e-01 5.787672441975095783e-01 6.093493678536480163e-01 6.024487902261670413e-01 6.362695136114423500e-01 5.948143475128138125e-01 6.288725924630116371e-01 6.290361411191869312e-01 6.284086435817046734e-01 6.136696673940618130e-01 6.664494406343169919e-01 6.272046207305844723e-01 6.297683019150034367e-01 6.805499773267478236e-01 6.621499665724611683e-01 6.560198558919169143e-01
6.989342088012927556e-01 6.227535762337240710e-01 5.999980072801424091e-01 6.303616562726338524e-01 0.000000000000000000e+00 5.896365144727597762e-01 6.128549260520966824e-01 6.636669103912580248e-01 5.694095533180061341e-01 6.085175852825419618e-01 6.366372700763331949e-01 6.506769447987911237e-01 5.948950789880612655e-01 6.292285158554455915e-01 5.992983432306014935e-01 6.381422125616561525e-01 5.921572862762283229e-01 6.252898798922086332e-01 6.481029898616199603e-01 6.443243999006194045e-01 6.118396114047134349e-01 6.181068422347791858e-01 6.226644997519977798e-01 6.215151717536324671e-01 6.215137978265731222e-01 6.289013705997533732e-01 5.985425807721941327e-01 6.406157026152820011e-01 6.559696419962582903e-01 5.910349332844226922e-01 6.516298199033305760e-01
6.297415902499802209e-01 5.735754985068738376e-01 5.937273977338071163e-01 6.030333946499486508e-01 5.896365144727597762e-01 0.000000000000000000e+00 6.044475051619905281e-01 6.229927979326612686e-01 6.024519264384191608e-01 5.526953280227959731e-01 5.528594160938818947e-01 6.253942113989299223e-01 5.653823198607849099e-01 5.483376605528642589e-01 6.406573571378493259e-01 5.563026815824768656e-01 5.559793434739085383e-01 5.856394937527049649e-01 6.142200658054666196e-01 6.186848417494484886e-01 5.521013797548685043e-01 6.026123392931177492e-01 6.169946451099233009e-01 5.658775612335944505e-01 5.850970616152298964e-01 5.667619803008165924e-01 5.956838767746509555e-01 6.228229856481610760e-01 5.945678342711476771e-01 5.769103294547855976e-01 5.842845234367459728e-01
6.704473346354995478e-01 5.613282949478863859e-01 5.947829761808258731e-01 6.697035338985488639e-01 6.128549260520966824e-01 6.044475051619905281e-01 0.000000000000000000e+00 6.310309739509096794e-01 5.660498934064207566e-01 5.567644225523065149e-01 5.942681286906498217e-01 6.333191513676833528e-01 5.974617605001032450e-01 5.998934904423167680e-01 6.524664668096005204e-01 6.064069126428520695e-01 5.679699129816396796e-01 6.430345285937512090e-01 6.135529963360972783e-01 6.608207208167654612e-01 5.896970550393647592e-01 5.968425893068205479e-01 6.379307836498584461e-01 6.008739185477535161e-01 6.054454487603686541e-01 5.930573594984603902e-01 5.923296689077862665e-01 6.720023653863369528e-01 6.113221183338026776e-01 6.099259803017337278e-01 5.786035575679076004e-01
7.141307617589200962e-01 5.878724181877929000e-01 6.075985734231533764e-01 6.514286302577351195e-01 6.636669103912580248e-01 6.229927979326612686e-01 6.310309739509096794e-01 0.000000000000000000e+00 6.375881967583051368e-01 5.804373955233830262e-01 5.561489956001016699e-01 6.736996309161716878e-01 5.870368778248755692e-01 5.576934132171343927e-01 6.153604757910320355e-01 5.608996535234177516e-01 5.837471598521286609e-01 6.537972976100522304e-01 5.813548947404701961e-01 5.406031131570891990e-01 6.075045316140874618e-01 6.104817808545710545e-01 6.618736680388215277e-01 6.195176947053254723e-01 6.269532910961337357e-01 6.361782209430858481e-01 5.858566552795244631e-01 6.410319899111692754e-01 6.332812045442566262e-01 6.522286098051138792e-01 5.759116507980553967e-01
6.535606092841160786e-01 5.864089585371142777e-01 5.738228569484555841e-01 5.831183601109937165e-01 5.694095533180061341e-01 6.024519264384191608e-01 5.660498934064207566e-01 6.375881967583051368e-01 0.000000000000000000e+00 5.240477419010974858e-01 5.599098378211638805e-01 6.003897164780407358e-01 5.214774690702126403e-01 5.582290391495546844e-01 5.906587177648966458e-01 5.614815893847607819e-01 5.828472854979878104e-01 6.310217702539649975e-01 5.945221726639937643e-01 6.237456715242739591e-01 5.529271099952203228e-01 5.754169052026686382e-01 5.928499940878620977e-01 5.534090526820948375e-01 5.861033134793564026e-01 5.962001765974802581e-01 5.816523539283968702e-01 6.243980786844046671e-01 6.133398950012819428e-01 6.040379852068057387e-01 5.984200699750096275e-01
6.270380251737127653e-01 5.848663055053580084e-01 5.621337060704629796e-01 5.678517122531219208e-01 6.085175852825419618e-01 5.526953280227959731e-01 5.567644225523065149e-01 5.804373955233830262e-01 5.240477419010974858e-01 0.000000000000000000e+00 5.393732242002428068e-01 5.946137117993551824e-01 5.398653808165980728e-01 5.374527747685492463e-01 5.586150571411400145e-01 5.400128247016511285e-01 5.261222828416650676e-01 6.177147507919896752e-01 5.518352274699638293e-01 5.590725198230883652e-01 5.024734856811656769e-01 5.364597149582215341e-01 5.669491487016558029e-01 5.474148321161432795e-01 5.443927799344709939e-01 6.022256452190120068e-01 5.648096063161761604e-01 6.048978768273826079e-01 5.229282732551218116e-01 5.861552748752359987e-01 5.716237272767873412e-01
